Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
b771f0c6-3e6a-39f5-9893-5e1cf1ce574d,37b4d73f-652d-3033-a16e-d97b9e8b4cda,Tracy345 Spencer878,F,GENERAL PRACTICE,25 HIGHLAND AVENUE,NEWBURYPORT,MA,01950,42.812141,-70.886646,673
6ab06f1d-03e5-395c-848c-0293502727b2,5844ad77-f653-3c2b-b7dd-e97576ab3b03,Franklin857 Bayer639,M,GENERAL PRACTICE,40 WRIGHT STREET,PALMER,MA,01069,42.187794,-72.30846899999997,476
73a97a68-56aa-365f-bbdf-a03b4db7888b,08bcda9c-f8c8-3244-82d4-fc306a7a55d3,Leslie90 Crona259,F,GENERAL PRACTICE,1 BOSTON MEDICAL CENTER PLACE,BOSTON,MA,02118,42.33196,-71.020173,470
ddc321d7-16c6-3b9c-b92d-9f35114b03aa,37c0de84-bcaf-3624-82bf-a89b2ac441b8,Dinah304 Schaefer657,F,GENERAL PRACTICE,85 HERRICK STREET,BEVERLY,MA,01915,42.556659,-70.84496,1892
0df09dc4-2fb9-30fa-952e-42f7b1a6bc29,4861d01f-019c-3dac-a153-8334e50919f9,Jame231 Jacobi462,M,GENERAL PRACTICE,81 HIGHLAND AVENUE,SALEM,MA,01970,42.50128,-70.897502,1888
c3334811-0f9a-39dc-8530-a8d8d5a427f4,a0b6ec0c-e587-3b2a-bf9f-248849f29ee5,Edmundo94 Leffler128,M,GENERAL PRACTICE,736 CAMBRIDGE STREET,BRIGHTON,MA,02135,42.33196,-71.020173,54
209ef01c-9d7d-3d5e-b6d4-816ec6515ccb,4f3a530e-a2f7-3de0-9a09-c0a70a9ab894,Russel238 Walker122,M,GENERAL PRACTICE,725 NORTH STREET,PITTSFIELD,MA,01201,42.452045,-73.26054,1140
6997b661-a0b0-3bc4-af69-483e7a0a5ad6,f71ce1a9-cca7-3295-9a1e-c88ac3479b6f,Marvin195 Glover433,M,GENERAL PRACTICE,157 UNION STREET,MARLBOROUGH,MA,01752,42.349617,-71.547214,1269
c597a0b8-9720-36e4-b5b1-a9652e109fd5,c44f361c-2efb-3050-8f97-0354a12e2920,Mauro926 Thompson596,M,GENERAL PRACTICE,680 CENTER STREET,BROCKTON,MA,02302,42.082543,-71.024638,1449
e71a3fa5-e92a-3feb-a1e3-c8a17eb0d70c,331f4c11-d298-308b-aaa1-d7825b29b57f,Eleonora961 Langosh790,F,GENERAL PRACTICE,201 HIGHLAND STREET,CLINTON,MA,01510,42.411887,-71.690005,1027
5ef31022-5d30-32e1-bb14-6912f83030df,b1ddf812-1fdd-3adf-b1d5-32cc8bd07ebb,Ester635 Juárez383,F,GENERAL PRACTICE,275 SANDWICH STREET,PLYMOUTH,MA,02360,41.897892,-70.62403,2758
5d58dacc-2d20-3974-a8fb-65e1e4e745aa,6be05ccf-ef94-341f-a2a3-1cf9bfde1b18,Robbie31 Friesen796,F,GENERAL PRACTICE,107 LINCOLN STREET,WORCESTER,MA,01605,42.269478,-71.807783,820
8b3c1357-2e06-3a7c-a9d4-7ab9a7b3f1a0,b0e04623-b02c-3f8b-92ea-943fc4db60da,Dong972 Oberbrunner298,M,GENERAL PRACTICE,295 VARNUM AVENUE,LOWELL,MA,01854,42.638893,-71.32210699999997,2362
088b6a5c-a5f2-3902-9ba1-00c1c37f1b85,ebc3f5c4-6700-34af-8323-85621c313726,Lorenza655 Ziemann98,F,GENERAL PRACTICE,115 WEST SILVER STREET,WESTFIELD,MA,01085,42.138838,-72.755911,1227
c76558cd-e770-3a27-961b-cf8a1dc956b8,fd328395-ab1d-35c6-a2d0-d05a9a79cf11,Lurlene215 Windler79,F,GENERAL PRACTICE,271 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,1015
6cc674db-e53c-34af-b7c1-16cc50bab8e8,d692e283-0833-3201-8e55-4f868a9c0736,Berry486 Borer986,M,GENERAL PRACTICE,585 LEBANON STREET,MELROSE,MA,02176,42.455723,-71.05901899999998,3900
980fb1fb-0188-376a-b2ea-10474a5b1ee1,d78e84ec-30aa-3bba-a33a-f29a3a454662,Man114 Kuhic920,M,GENERAL PRACTICE,55 FRUIT STREET,BOSTON,MA,02114,42.33196,-71.020173,443
3af5b9f5-6d5d-3bac-8a0d-5bc10586edcb,8ad64ecf-c817-3753-bee7-006a8e662e06,Antwan357 Harris789,M,GENERAL PRACTICE,88 WASHINGTON STREET,TAUNTON,MA,02780,41.903323,-71.094984,2267
98a17851-2fad-33cd-b830-6633490ecb62,23834663-ed53-3da9-b330-d6e1ecb8428e,Hugo693 Adame662,M,GENERAL PRACTICE,363 HIGHLAND AVENUE,FALL RIVER,MA,02720,41.725351,-71.094162,2138
39e39cee-e672-3b32-b751-046950a5f0e8,44bef9d3-91c2-3005-93e0-ccf436348ff0,Harris789 Blanda868,M,GENERAL PRACTICE,243 CHARLES STREET,BOSTON,MA,02114,42.33196,-71.020173,265
2e5f5c81-231e-34e9-9805-d8d0337c444b,60457c13-adb2-3415-82c5-86ab5dab5f93,Margery365 Paucek755,F,GENERAL PRACTICE,759 CHESTNUT STREET,SPRINGFIELD,MA,01199,42.115454,-72.539978,803
db1f4159-9035-3a30-987b-9c807c3044d0,a9f20dc1-5147-3789-bcef-bbecb41c5983,Denisse335 Schulist381,F,GENERAL PRACTICE,70 EAST STREET,METHUEN,MA,01844,42.742751,-71.178588,1389
18118609-4255-308c-9404-8a7102665d08,7fb56531-86bd-3e4a-8619-4df9942da309,Reynaldo722 Ebert178,M,GENERAL PRACTICE,148 CHESTNUT STREET,NEEDHAM,MA,02494,42.281593,-71.242414,1800
e41ab582-2869-393b-ba23-16e812a49164,03347b4d-994e-302b-848b-58019a4e274d,Alix578 Lynch190,F,GENERAL PRACTICE,133 OLD ROAD TO 9 ACRE CORNER,W CONCORD,MA,01742,42.269478,-71.807783,533
553ff7b5-2bc2-364e-af77-23755a1bbca0,cb6a50e0-af76-3758-99ad-3200ede03fff,Octavio643 Bernal586,M,GENERAL PRACTICE,330 BROOKLINE AVENUE,BOSTON,MA,02215,42.33196,-71.020173,257
22883945-2681-3d19-8967-2d085e95b5a2,9a7149fa-49fc-3c87-b935-d29c55808717,Rudolf736 Mayert710,M,GENERAL PRACTICE,125 PARKER HILL AVENUE,BOSTON,MA,02120,42.33196,-71.020173,163
99cddd55-38da-33bc-a605-703b863d9250,24cb4eab-6166-3530-bddc-a5a8a14a4fc1,Wilton999 Pollich983,M,GENERAL PRACTICE,14 PROSPECT STREET,MILFORD,MA,01757,42.158692,-71.521419,1808
69c05d34-f2e6-3c8f-85fc-3dd6b22c129d,e44f438a-601b-30fb-85eb-bfaf8ddcb5ad,Domenica436 Tremblay80,F,GENERAL PRACTICE,242 GREEN STREET,GARDNER,MA,01440,42.586516,-71.988062,998
59e9be5b-0303-3ba5-ae26-b6d3395acc65,ac8356a5-78f8-3a63-8a1e-59e832fd54e7,Grady603 Green467,M,GENERAL PRACTICE,200 GROTON ROAD,AYER,MA,01432,42.562221,-71.58484399999998,1722
59102fd6-56e7-3224-a3bd-03bb82a9a09e,db0acede-4abe-3c01-8d03-5c68a190d8c7,María842 Prado282,F,GENERAL PRACTICE,55 FOGG ROAD,SOUTH WEYMOUTH,MA,02190,42.24158900000001,-71.082651,946
ee6796c1-718e-34ec-b48d-6568d628fb83,3d10019f-c88e-3de5-9916-6107b9c0263d,Van763 Franecki195,F,GENERAL PRACTICE,2014 WASHINGTON STREET,NEWTON,MA,02462,42.331876,-71.208402,2187
26a2e7a0-04b1-34c7-a48c-9ed19bb6e808,f4e7709c-02f6-37ca-aeea-8247d74e88e7,Leonie332 Hirthe744,F,GENERAL PRACTICE,41 HIGHLAND AVENUE,WINCHESTER,MA,01890,42.452752,-71.144319,2052
9617eecb-d5d8-3057-add5-2eb0c6018cb8,12c9daf5-a29c-36c9-ac55-28972463e566,Leigh689 Rutherford999,M,GENERAL PRACTICE,199 REEDSDALE ROAD,MILTON,MA,02186,42.24158900000001,-71.082651,1145
6faee38c-7c2a-33f2-8132-d0dae40cba0e,27379046-608b-32f0-9df7-8c833cf5d11d,Abel832 Mosciski958,M,GENERAL PRACTICE,75 FRANCIS STREET,BOSTON,MA,02115,42.33196,-71.020173,155
9f60a145-63ab-3cd4-921e-5b921e733f73,226098a2-6a40-3588-b5bb-db56c3a30a04,Elayne206 Renner328,F,GENERAL PRACTICE,235 NORTH PEARL STREET,BROCKTON,MA,02301,42.082543,-71.024638,1729
ecb65569-c66c-33a7-a0f2-f3a46a8408d4,b7175ab4-bde5-3848-891b-579bccb77c7c,Fritz267 Conroy74,M,GENERAL PRACTICE,800 WASHINGTON STREET,BOSTON,MA,02111,42.33196,-71.020173,180
55d538cd-6765-3c3c-a351-fc1ef08ecafb,d733d4a9-080d-3593-b910-2366e652b7ea,Winnie378 Witting912,F,GENERAL PRACTICE,1153 CENTRE STREET,BOSTON,MA,02130,42.33196,-71.020173,218
df1db38f-3049-3da5-afda-5b6e059500e0,3bd5eda0-16da-3ba5-8500-4dfd6ae118b8,Courtney281 Bradtke547,M,GENERAL PRACTICE,800 WASHINGTON STREET,NORWOOD,MA,02062,42.18736,-71.195955,1927
f58a9aec-4a11-3331-bb1c-f2798b198ab8,d5117822-5756-389d-9547-891a372d580f,Regena252 Kunde533,F,GENERAL PRACTICE,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,02540,41.57072,-70.556682,2389
ad7ef8b0-e744-30ff-8d58-d11bb1d3ee74,f99c74cc-7d1a-3f95-9a33-4a9357bf2f2a,Keven605 Mueller846,M,GENERAL PRACTICE,55 LAKE AVENUE NORTH,WORCESTER,MA,01655,42.269478,-71.807783,741
370ef30d-9b60-3edd-96ae-1b5213ccef67,6f122869-a856-3d65-8db9-099bf4f5bbb8,Demetrice140 Crooks415,F,GENERAL PRACTICE,41 & 45 MALL ROAD,BURLINGTON,MA,01803,42.503227,-71.201713,2807
6a3b7753-19e3-3811-aaed-024d550ef7bd,465de31f-3098-365c-af70-48a071e1f5aa,Houston994 Schiller186,M,GENERAL PRACTICE,115 LINCOLN STREET,FRAMINGHAM,MA,01701,42.307905,-71.436196,2349
32f2eaa7-8baf-33cf-9a36-6103cf6c4620,1eaf97fa-9de6-38de-a9c4-6efe5dc574be,Sandy901 Turner526,M,GENERAL PRACTICE,123 SUMMER STREET,WORCESTER,MA,01608,42.269478,-71.807783,739
64217fe6-01c2-3bd4-82a1-55f8ddf47157,80e919cc-df1a-3838-b75e-541564a286e5,Leesa210 Lehner980,F,GENERAL PRACTICE,57 PROSPECT STREET,NANTUCKET,MA,02554,41.293416,-70.10216899999999,1074
2759c1ca-6482-3ac8-8d62-26020c1f73f5,8e00f524-3a5f-313e-9542-378dfc61193f,Rodrick370 Corkery305,M,GENERAL PRACTICE,ONE HOSPITAL ROAD  FIRST FL  WING 5   PO BOX 1477,OAK BLUFFS,MA,02557,41.45716,-70.556101,233
a809d1d9-b188-3397-a596-d1ca65e5b620,56e0b3b3-4fac-3776-8fc9-7b465eb2fc17,Lynn917 Goodwin327,M,GENERAL PRACTICE,29 LEWIS AVENUE,GREAT BARRINGTON,MA,01230,42.19397,-73.361473,71
2d3d5d66-2e04-3d35-b5da-c59a6e959273,161a799c-4894-36f6-8ca7-2a71c8107f79,Man114 Torp761,M,GENERAL PRACTICE,2033 MAIN STREET,ATHOL,MA,01331,42.593384,-72.230228,365
d565fd82-886f-37bb-bddf-dff867bb5a5d,956ccb85-bea0-30f9-af48-52f5dd95ff72,Irwin931 Ankunding277,M,GENERAL PRACTICE,30 WARREN STREET,BRIGHTON,MA,02135,42.33196,-71.020173,95
c1003444-a579-3882-a6fd-f7815dfb778f,d7b11827-25f2-350b-bcd8-939fc59851b0,Adrian111 Murazik203,M,GENERAL PRACTICE,300 LONGWOOD AVENUE,BOSTON,MA,02115,42.33196,-71.020173,370
77f5e53c-4244-3b88-95a6-0804533eb2d1,5103c940-0c08-392f-95cd-446e0cea042a,Harris789 Funk324,M,GENERAL PRACTICE,516 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,511
c5c74750-2387-3028-9661-796a00b6bbbd,ff9863d3-3fa3-3861-900e-f00148f5d9c2,Roscoe437 Hilll811,M,GENERAL PRACTICE,51 BLOSSOM STREET,BOSTON,MA,02114,42.33196,-71.020173,306
12c87d46-9f18-35af-a468-41b4cfd8802f,72a10c1a-ee7c-3a01-97b1-33f63244c13e,Gabriela205 Romo23,F,GENERAL PRACTICE,200 Springs Rd.,Bedford,MA,01730,42.503376,-71.272644,1957
a87d4f02-48ce-3cbf-a1cd-14a8e695f037,be4c63f3-8d38-3fa9-a183-62045b5c85f6,Aron520 Botsford977,M,GENERAL PRACTICE,150 South Huntington Avenue,Jamaica Plain,MA,02130,42.32809,-71.11076,341
ca1b1985-0aa9-3d9d-912e-22c2d5e6bb17,ae67223f-808e-33d3-a83e-066deebf35ed,Melania287 Smitham825,F,GENERAL PRACTICE,421 North Main Street,Leeds,MA,01053,42.345066,-72.68291,1027
d6fa8bb8-2f21-3428-b56b-b0fc982b8c57,05462bf2-25d4-3ecd-afdf-bb3e1140929a,Lorette239 King743,F,GENERAL PRACTICE,251 Causeway St.,Boston,MA,02114,42.3665,-71.05931,1942
506a3ca9-8056-39ae-ad87-99c5b799cdcc,5573d6f9-681b-3f8f-9264-2da0fec29b1e,Gilbert263 Block661,M,GENERAL PRACTICE,130 Marshall Road,Lowell,MA,01852,42.62101,-71.31481,65
d68acdb4-1523-34de-a2b3-d01f2fb11767,53b25c4b-e95f-3dd1-8e69-d427cdd83631,Daren950 Schumm995,M,GENERAL PRACTICE,61 Lincoln Street  Suite 112,Framingham,MA,01702,42.28348,-71.41845,1343
794efcaa-29eb-3f22-8a58-7edf6d639463,c1c0c43e-ca87-3ee5-9549-be3f28afde81,Lavern240 Macejkovic424,M,GENERAL PRACTICE,143 Munson Street,Greenfield,MA,01301,42.580627,-72.623634,111
71996cd0-1e37-3246-b1b6-e432dcd37018,e0c85f99-d520-3f26-8dcd-cfbf172afc5a,Leigh689 D'Amore443,M,GENERAL PRACTICE,108 Merrimack St.,Haverhill,MA,01830,42.77449,-71.07901,159
559eb485-b148-3784-baba-c8b79bc0d1c6,ed146054-9dd5-3f0b-83df-d29d983039c3,Dean966 Gusikowski974,F,GENERAL PRACTICE,233 Stevens St,Hyannis,MA,02601,41.651745,-70.294235,804
bb617335-a234-367a-b520-b7eb52ea5237,3490b118-b33a-38e3-b763-f6f8f0039d6b,Walter473 Volkman526,M,GENERAL PRACTICE,130 Marshall Road,Lowell,MA,01852,42.62101,-71.31481,139
8608fd9b-fb45-37d1-ba33-d88ae2430268,8881e3ee-e915-31b3-867f-8e2fbe41e887,Tera136 Tromp100,F,GENERAL PRACTICE,225 Boston Road  Suite 107,Lynn,MA,01904,42.470093,-70.95994,155
12e8f70b-cd43-31b8-9a68-03eaea1a5b22,0b78995f-8b45-34d3-969d-afcc456bb1c7,Alleen813 Anderson154,F,GENERAL PRACTICE,175 Elm Street,New Bedford,MA,02740,41.635937,-70.92991,67
7383b1fe-3ac6-3e22-8ca8-72a5a2a41067,7b50426f-b50b-3d7c-ab22-04a0e1632ac8,Antonio44 Rice937,F,GENERAL PRACTICE,7 Drydock Ave  Suite 2070,Boston,MA,02210,42.34461,-71.03728,11
ecd48be2-39c5-3f86-975f-c0f98d2b286f,3fbe3da9-8e41-3118-a253-7e2d1b46480f,Adriana394 Heredia716,F,GENERAL PRACTICE,1041L Pearl St.,Brockton,MA,02301,42.055134,-71.06661,1
d2473516-b199-3855-8236-b2fad9344f81,5b7aa5b4-aa6f-3acc-bd96-01ce774cb614,Claud279 Braun514,M,GENERAL PRACTICE,10 George Street  Gateway Center,Lowell,MA,01852,42.642513,-71.3062,144
3a2e2b98-8ef7-34ab-888e-f44135cd8b73,7c530dcd-43f3-3f87-b41b-9f704205e0f8,Josephine273 Raynor401,F,GENERAL PRACTICE,73 Huttleton Ave.  Unit 2,Fairhaven,MA,02719,41.6318,-70.8801,32
c51e3fe0-7763-33f2-b027-c6273d80a8ad,78dbf052-6958-3c67-af45-b5a450b70fe4,Annabell933 Stamm704,F,GENERAL PRACTICE,95 Ashley Avenue  Suite A,West Springfield,MA,01089,42.139397,-72.62382,41
7c41bfdf-6644-3d1f-b0d8-50daf10d86d8,3a2242e0-de37-303b-bdfc-e160c7eae518,Normand813 Schultz619,M,GENERAL PRACTICE,255 Park Ave Suite # 900,Worcester,MA,01609,42.265556,-71.818665,26
3c148b6c-b21f-32a9-bc5c-4ef0806bb6fb,05f449e8-89fc-3204-ac89-2416cc734431,Blanca837 Rivero165,F,CLINICAL PSYCHOLOGIST,124 HARVARD ST,BROOKLINE,MA,02446-6499,42.323853,-71.142003,0
ed40d4b8-001a-353e-80d4-5e01f6925ff9,05f449e8-89fc-3204-ac89-2416cc734431,Marcelle381 Wunsch504,F,CLINICAL PSYCHOLOGIST,124 HARVARD ST,BROOKLINE,MA,02446-6499,42.323853,-71.142003,0
e2d560fa-2c12-333c-8bee-9c0634bd2cf0,05f449e8-89fc-3204-ac89-2416cc734431,Julius90 Welch179,M,GENERAL PRACTICE,124 HARVARD ST,BROOKLINE,MA,02446-6499,42.323853,-71.142003,34
a61d8315-2d32-3855-96d7-ee3b2def4106,d5f4875f-6df2-32a8-a01b-47267f47fc49,Imogene688 Gulgowski816,F,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
54732d57-6ffb-3473-b0c3-ad689bf1bcf4,d5f4875f-6df2-32a8-a01b-47267f47fc49,Clinton763 Carroll471,M,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
b66b2f5f-4d8c-3a77-bdc9-c2fe9999c2e4,d5f4875f-6df2-32a8-a01b-47267f47fc49,Grant908 Olson653,M,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
d3d0ad54-d2a3-3aec-a133-ffa902ff0c00,d5f4875f-6df2-32a8-a01b-47267f47fc49,Jesenia223 Kris249,F,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
ba0e4ae4-fa2b-31a3-a7bc-ed8f6b6dfd5e,d5f4875f-6df2-32a8-a01b-47267f47fc49,Francisco472 Greenfelder433,M,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
ebb8f299-20a2-3244-a109-28e4735eee3e,d5f4875f-6df2-32a8-a01b-47267f47fc49,Deloise241 Brown30,F,PHYSICAL THERAPY,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,0
f1801029-f2a4-3fad-a72b-0e9ba1feed18,d5f4875f-6df2-32a8-a01b-47267f47fc49,Imogene688 Gulgowski816,F,GENERAL PRACTICE,221 BOSTON POST RD,MARLBORO,MA,01752-3586,42.349617,-71.547214,47
a0c6f804-06d0-35c7-b90d-6079e4e4ca37,56e5df56-f45d-3a4d-918c-06306be9cb05,Augustus49 Jast432,M,OBSTETRICS/GYNECOLOGY,565 TURNPIKE ST,NORTH ANDOVER,MA,01845-5936,42.673909,-71.091334,0
4cb6488b-b41f-3aee-bacb-cffe6ff9263c,56e5df56-f45d-3a4d-918c-06306be9cb05,Kenya524 Jast432,F,GENERAL PRACTICE,565 TURNPIKE ST,NORTH ANDOVER,MA,01845-5936,42.673909,-71.091334,82
df97d5b4-8e12-3a8c-bbbb-1f67efb58957,2f5422eb-ec1b-3559-9119-ee754943fbf9,Oleta341 Ratke343,F,CLINICAL SOCIAL WORKER,25 BREAKWATER RD,BREWSTER,MA,02631-1311,41.747513,-70.066223,0
fc11d84c-4bf0-3133-b367-c5f885e22b89,2f5422eb-ec1b-3559-9119-ee754943fbf9,Lawrence741 Ratke343,M,GENERAL PRACTICE,25 BREAKWATER RD,BREWSTER,MA,02631-1311,41.747513,-70.066223,39
ac7c63b7-35e6-3ae5-b7cd-8a87647ed716,cb60ed4c-0edb-3595-b0e3-897f1a2b917f,Kennith515 Sawayn19,M,NURSE PRACTITIONER,275 TURNPIKE ST,CANTON,MA,02021-2353,42.175737,-71.125385,0
88bd7574-ae47-34cb-b772-9f29dd73a2c0,cb60ed4c-0edb-3595-b0e3-897f1a2b917f,Francina926 Mills423,F,NURSE PRACTITIONER,275 TURNPIKE ST,CANTON,MA,02021-2353,42.175737,-71.125385,0
3a8c0c93-34c9-3e3b-b150-198c627995c2,cb60ed4c-0edb-3595-b0e3-897f1a2b917f,Hester117 Sawayn19,F,CLINICAL PSYCHOLOGIST,275 TURNPIKE ST,CANTON,MA,02021-2353,42.175737,-71.125385,0
5324a73e-5220-36a1-b826-db6fa46b8fb9,cb60ed4c-0edb-3595-b0e3-897f1a2b917f,Francina926 Mills423,F,CLINICAL PSYCHOLOGIST,275 TURNPIKE ST,CANTON,MA,02021-2353,42.175737,-71.125385,0
43b0d350-ce67-3f76-958f-768381531e92,cb60ed4c-0edb-3595-b0e3-897f1a2b917f,Gale827 Veum823,M,CLINICAL PSYCHOLOGIST,275 TURNPIKE ST,CANTON,MA,02021-2353,42.175737,-71.125385,0
7890fe2c-bc22-3a80-9835-c9a22679c9ac,cb60ed4c-0edb-3595-b0e3-897f1a2b917f,Tia76 Renner328,F,CLINICAL PSYCHOLOGIST,275 TURNPIKE ST,CANTON,MA,02021-2353,42.175737,-71.125385,0
5755c07a-dea1-3506-8fbe-72fac3cb1df8,cb60ed4c-0edb-3595-b0e3-897f1a2b917f,Kennith515 Sawayn19,M,CLINICAL SOCIAL WORKER,275 TURNPIKE ST,CANTON,MA,02021-2353,42.175737,-71.125385,0
0c04e4bc-4ec6-3eb5-8594-5bacd805d2dc,cb60ed4c-0edb-3595-b0e3-897f1a2b917f,Rodolfo763 Mills423,M,CLINICAL SOCIAL WORKER,275 TURNPIKE ST,CANTON,MA,02021-2353,42.175737,-71.125385,0
eef5a939-fd80-31a9-a26e-09458dc287f0,cb60ed4c-0edb-3595-b0e3-897f1a2b917f,Gale827 Veum823,M,CLINICAL SOCIAL WORKER,275 TURNPIKE ST,CANTON,MA,02021-2353,42.175737,-71.125385,0
d27a712b-10a2-33fe-857e-b22aecaa5045,cb60ed4c-0edb-3595-b0e3-897f1a2b917f,Lyndon118 Renner328,M,CLINICAL SOCIAL WORKER,275 TURNPIKE ST,CANTON,MA,02021-2353,42.175737,-71.125385,0
37baa6cf-6710-3795-89a8-38de822a5c25,cb60ed4c-0edb-3595-b0e3-897f1a2b917f,Santiago500 Beer512,M,CLINICAL SOCIAL WORKER,275 TURNPIKE ST,CANTON,MA,02021-2353,42.175737,-71.125385,0
ec7bc9a5-a012-3917-ad23-f736423a1b6e,cb60ed4c-0edb-3595-b0e3-897f1a2b917f,Albina13 Botsford977,F,CLINICAL SOCIAL WORKER,275 TURNPIKE ST,CANTON,MA,02021-2353,42.175737,-71.125385,0
297420ca-c059-39e7-86e3-b6e653019c9d,cb60ed4c-0edb-3595-b0e3-897f1a2b917f,Hester117 Sawayn19,F,GENERAL PRACTICE,275 TURNPIKE ST,CANTON,MA,02021-2353,42.175737,-71.125385,21
89852e51-a5ec-397f-abd8-73b56f995f09,cb60ed4c-0edb-3595-b0e3-897f1a2b917f,Marcela739 Sandoval902,F,CLINICAL NURSE SPECIALIST,275 TURNPIKE ST,CANTON,MA,02021-2353,42.175737,-71.125385,0
a67fb39d-c4be-3f1a-af71-2da6af79385a,cb60ed4c-0edb-3595-b0e3-897f1a2b917f,Francina926 Mills423,F,CLINICAL NURSE SPECIALIST,275 TURNPIKE ST,CANTON,MA,02021-2353,42.175737,-71.125385,0
510c2337-9b24-38e2-b09a-4edcb41811ef,e1053175-7c18-3f57-9814-3e77d8080c14,Chia293 Jerde200,F,CLINICAL SOCIAL WORKER,866 MAIN RD,WESTPORT,MA,02790-4311,41.579794,-71.081822,0
e0860ba6-4523-36fd-af92-9adfd5af6be4,e1053175-7c18-3f57-9814-3e77d8080c14,Angel97 Jerde200,M,GENERAL PRACTICE,866 MAIN RD,WESTPORT,MA,02790-4311,41.579794,-71.081822,130
aba8aa76-7b85-307e-8bf3-70f6cf8d896b,d8002ada-b06d-3461-b297-f8b96abbbb28,Florinda19 Harris789,F,CLINICAL SOCIAL WORKER,681 WASHINGTON ST,NORWOOD,MA,02062-3530,42.187364,-71.195971,0
1b8c592b-21b5-3a1a-be2c-f9bd7e072de5,d8002ada-b06d-3461-b297-f8b96abbbb28,Charis952 Corwin846,F,CLINICAL SOCIAL WORKER,681 WASHINGTON ST,NORWOOD,MA,02062-3530,42.187364,-71.195971,0
