Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE
4ad509f6-988a-e927-666e-229254813a8c,1971-05-24,,999-81-6620,S99921057,X86691623X,Mrs.,Kerri159,Bergstrom287,,Kozey370,M,white,nonhispanic,F,Anchorage  Alaska  US,611 Kutch Alley,Juneau,Alaska,Juneau City and Borough,99824,58.24184111071009,-134.36567746421912,3072942.673499999,611497.2165
28d0bbe6-bcee-1453-959a-e25290f2e3c6,1970-06-30,2020-01-08,999-78-8156,S99970419,X67260457X,Mr.,Jeremy766,Senger904,,,S,white,nonhispanic,M,Anchorage  Alaska  US,556 O'Kon Path,Juneau,Alaska,Juneau City and Borough,,58.27036376368617,-134.36332677534503,1275350.2675,16018.792500000001
f7add965-c9db-08c8-d5af-ab7077806c8f,1971-07-24,,999-23-1421,S99969412,X17359160X,Mrs.,Debera99,Sporer811,,Deckow585,M,hawaiian,nonhispanic,F,Kenai  Alaska  US,1095 Miller Center Suite 56,Juneau,Alaska,Juneau City and Borough,,58.29308116577162,-134.36212483036584,1135437.8599999999,1227.9299999999998
fc3f1a3d-7fd5-8312-583f-9cc81e7735dc,1994-06-30,,999-98-2520,S99982034,X57349307X,Mrs.,Tommye961,Watsica258,,Hegmann834,M,hawaiian,nonhispanic,F,Diamond Ridge  Alaska  US,316 Leffler Walk Suite 53,Juneau,Alaska,Juneau City and Borough,,58.21976345655726,-134.43937207476307,954051.8900000001,99.36000000000001
a9db9737-d8bb-a995-2686-2e915848c8b0,1973-08-27,,999-23-3498,S99917961,X1176077X,Mr.,Bruce167,Koch169,,,M,white,nonhispanic,M,Chena Ridge  Alaska  US,976 Heidenreich Park,Juneau,Alaska,Juneau City and Borough,,58.4018934040925,-134.22402078335145,1263486.1075000002,2088.7425
936092f5-a86d-78e1-ef4f-dd773ac80a2b,2000-07-18,,999-79-5664,S99952908,X7036224X,Ms.,Marquitta546,Heaney114,,,,white,nonhispanic,F,College  Alaska  US,1076 Collins Row Unit 49,Juneau,Alaska,Juneau City and Borough,99801,58.61425597060757,-134.24634399097226,550800.2475,1611.0225
04efa71e-b8ed-980b-94a1-cd25e94b6015,2018-04-17,,999-22-2539,,,,Marcelene872,Koss676,,,,other,nonhispanic,F,Anchorage  Alaska  US,969 Marquardt Hollow,Juneau,Alaska,Juneau City and Borough,99824,58.40494491179844,-134.18070765420947,104806.235,913.0949999999999
4e01fb5e-0a6d-10cb-799f-80c6b1e2f0f2,1975-06-12,,999-98-3347,S99978057,X63931934X,Mr.,Osvaldo336,Rolfson709,,,S,white,nonhispanic,M,Butte  Alaska  US,741 Dickens Divide Apt 45,Juneau,Alaska,Juneau City and Borough,99801,58.62492838955612,-134.26065456866283,1632623.7925000002,2154.9075000000003
1e466cbc-5018-4c1a-b132-cf8a4a4d87cf,1997-02-18,,999-29-6104,S99957096,X49042310X,Ms.,Genesis248,Zieme486,,,,white,nonhispanic,F,Anchorage  Alaska  US,364 Nikolaus Knoll Unit 90,Juneau,Alaska,Juneau City and Borough,99824,58.36805065488796,-134.1806839376513,377991.77199999994,220187.04799999998
07902ce4-ca0b-0c09-f788-c5237a320413,1991-07-09,,999-93-5780,S99966922,X82080281X,Mrs.,Mariela993,Abshire638,,Cruickshank494,M,other,nonhispanic,F,Sutton-Alpine  Alaska  US,731 Spencer Union,Juneau,Alaska,Juneau City and Borough,99801,58.22863930179634,-134.44488831956602,1689222.0315000003,197270.81849999994
ef51f3a2-5af2-4ab7-2f8e-1ae9d5fb4b1a,1981-01-22,,999-38-9391,S99988522,X31342748X,Ms.,Daysi106,Bailey598,,,S,asian,nonhispanic,F,Ho Chi Minh City  Gia Định  VN,976 Fadel Ville,Juneau,Alaska,Juneau City and Borough,99824,58.28621805256053,-134.40620275743592,2654503.5,208708.64999999988
426288f0-4701-d87b-84c1-b5c58debb220,2005-05-16,,999-62-1881,S99925131,,,Tracy345,Abernathy524,,,,white,nonhispanic,M,Sterling  Alaska  US,269 Abernathy Trafficway,Juneau,Alaska,Juneau City and Borough,,58.363498426617596,-134.1621094472282,431269.43250000005,748.0574999999998
08cb0486-94f9-f809-fc26-1b9083a8f99e,1985-05-09,,999-62-5708,S99945720,X66311354X,Mrs.,Carol737,McGlynn426,,Bechtelar572,M,other,nonhispanic,F,Ketchikan  Alaska  US,960 Emard Dale Suite 6,Juneau,Alaska,Juneau City and Borough,,58.280912928659596,-134.44910501869077,1337243.2574999998,13787.0325
824b980b-2a89-3a15-7eee-364cc550b730,1959-05-20,,999-68-8547,S99947998,X38447123X,Mr.,Rogelio17,Rowe323,,,M,white,nonhispanic,M,Sterling  Alaska  US,640 Macejkovic Gardens,Juneau,Alaska,Juneau City and Borough,99801,58.39200182439212,-134.1685471491172,2456987.9025000003,125358.69749999998
67f37508-8918-3705-92f2-1c854c55683d,2002-03-07,,999-35-1465,S99949056,X5104650X,Ms.,Dawne25,Kris249,,,,white,nonhispanic,F,Anchorage  Alaska  US,122 Simonis Brook,Juneau,Alaska,Juneau City and Borough,99801,58.330956444775296,-134.16283134839668,522522.93250000005,132.93749999999997
745bb707-c797-308c-281e-f54719b5dae3,1980-03-19,,999-71-2619,S99986078,X73838171X,Mr.,Emmitt44,Gleason633,,,M,white,nonhispanic,M,Anchorage  Alaska  US,822 Jacobi Overpass Unit 81,Juneau,Alaska,Juneau City and Borough,99801,58.26550760519505,-134.38335584539533,1097746.7624999997,129860.7075
1aab85a9-5185-3017-4aa8-71e3eb4dab12,1970-06-30,,999-59-7862,S99916454,X89173831X,Mr.,Dorsey40,Renner328,,,M,white,nonhispanic,M,Anchorage  Alaska  US,899 Greenholt Parade Unit 21,Juneau,Alaska,Juneau City and Borough,99824,58.625915023066106,-134.3072727411316,1283218.7125,2031.3374999999996
97b792a7-4d62-74f8-d9fd-4e42af10b5f8,1995-01-12,,999-56-6741,S99950925,X64928192X,Mrs.,Brittny484,Graham902,,Zulauf375,M,white,nonhispanic,F,Anchorage  Alaska  US,632 Hermiston Quay Apt 25,Juneau,Alaska,Juneau City and Borough,99824,58.39527472815158,-134.1392771006666,1020108.2974999998,32303.6325
d636fe03-f772-7ddb-6455-7ed1d5ce1002,2020-09-25,,999-72-6069,,,,Fabian647,Bayer639,,,,native,nonhispanic,M,Barrow  Alaska  US,660 Ortiz Green,Juneau,Alaska,Juneau City and Borough,99824,58.69043319094476,-134.30054259257247,22735.43,0.0
d2633e06-15c2-c5d2-28bb-2cca2fe701e9,1911-10-14,1987-10-26,999-19-9724,S99925837,X81649448X,Mrs.,Dana512,Gleason633,,Schmeler639,M,native,nonhispanic,F,Fairbanks  Alaska  US,960 Hane Highlands Unit 44,Juneau,Alaska,Juneau City and Borough,,58.665656890440744,-134.2998312461194,2646663.176,390133.3640000002
b0906f52-dd01-8a09-0228-bbcdcd334e14,1981-08-30,,999-19-1695,S99916014,X53990023X,Mrs.,Leonor133,Rubio813,,Girón243,M,white,hispanic,F,Juarez  Chihuahua  MX,160 Howell Crossroad,Juneau,Alaska,Juneau City and Borough,,58.641393249210466,-134.25748849500548,2039811.0195000006,415419.23049999995
33e93efd-d739-814d-1a1e-d64d4f4aba11,1989-04-17,,999-37-6691,S99990718,X55563140X,Ms.,Khalilah870,Rutherford999,,,S,white,nonhispanic,F,Kotzebue  Alaska  US,848 Senger Gateway Apt 24,Juneau,Alaska,Juneau City and Borough,99801,58.25551185968252,-134.35164701840102,1230223.3375,291755.43249999994
8e9d1dd0-085f-a629-3ea6-9033f330b383,1996-03-07,,999-89-2406,S99991245,X80205560X,Ms.,Shakita329,Murazik203,,,,white,nonhispanic,F,Point MacKenzie  Alaska  US,194 Miller Trailer,Juneau,Alaska,Juneau City and Borough,99801,58.34418680738738,-134.17624101845473,1426054.547,72921.563
c996be4e-1197-320b-b093-d8e584746d6f,1963-05-24,2021-10-08,999-64-6788,S99918994,X28257488X,Mr.,Santos184,Mann644,,,S,native,nonhispanic,M,Big Delta  Alaska  US,276 Reichert Annex Suite 66,Juneau,Alaska,Juneau City and Borough,99824,58.636525769454444,-134.25375335267822,947900.2600000001,25620.450000000004
2a58ae3c-14b3-5660-0005-22b196897339,2022-02-03,,999-64-4685,,,,Marcus77,Nienow652,,,,white,hispanic,M,Bristol Bay  Alaska  US,633 Roob Burg,Juneau,Alaska,Juneau City and Borough,,58.41848211962801,-134.1394860482954,7140.04,0.0
cf49fa75-4613-ee8e-3c35-71226b9b07d5,1974-07-23,,999-33-2243,S99982172,X46516760X,Mr.,Micah422,Schmeler639,,,M,native,nonhispanic,M,Anchorage  Alaska  US,819 Nienow Harbor Suite 20,Juneau,Alaska,Juneau City and Borough,99824,58.687678503423264,-134.31373725762148,1439929.6300000004,145024.38
cd3ea872-5043-f706-cb3a-cdbd16407452,1963-04-08,,999-36-7501,S99947390,X51159434X,Mrs.,Shelia548,Kuhic920,,Moen819,M,native,nonhispanic,F,Kodiak Station  Alaska  US,207 Hoppe Trailer,Juneau,Alaska,Juneau City and Borough,99824,58.21665997319621,-134.41421561610608,3381058.3575,35281.1925
4878a4aa-8c04-5071-781b-e839c0c8f9aa,1948-10-07,,999-27-4084,S99916746,X43698994X,Mrs.,Marianna323,Conn188,,Romaguera67,M,white,nonhispanic,F,Anchorage  Alaska  US,386 Kuvalis Station Apt 91,Juneau,Alaska,Juneau City and Borough,99801,58.30767555042937,-134.3851426672414,2735927.7935000006,327660.3365
125cf259-b9ca-0186-ef22-44f18162b6ef,1953-09-20,,999-11-4428,S99980896,X81476663X,Mr.,Micheal721,Schinner682,,,M,white,nonhispanic,M,Fairbanks  Alaska  US,355 Prosacco Dam,Juneau,Alaska,Juneau City and Borough,99801,58.63566798227253,-134.32772549602979,1753156.4450000003,216777.17499999935
dd64a01e-21d7-92a7-9564-2cd5260b86be,1994-05-13,,999-73-5784,S99995133,X86237605X,Mr.,Mack300,Schmidt332,,,M,native,nonhispanic,M,Homer  Alaska  US,307 Runte Station Suite 5,Juneau,Alaska,Juneau City and Borough,99824,58.61150810598637,-134.27313274674736,729122.2175,2388.9525000000003
1db2f76d-684f-aaf1-42b5-bb547db942be,2006-11-17,,999-65-2010,,,,Roderick835,McDermott739,,,,white,nonhispanic,M,Gustavus  Alaska  US,613 Murazik Knoll,Juneau,Alaska,Juneau City and Borough,,58.41439234268913,-134.2210521619775,386760.9675,275.5424999999999
90872d51-c674-e2b8-17c4-0708434b393c,2009-04-11,,999-36-9688,,,,Vern731,Hartmann983,,,,white,nonhispanic,M,Fort Yukon  Alaska  US,796 Bauch Avenue,Juneau,Alaska,Juneau City and Borough,99824,58.361609693829756,-134.16255865789577,331228.9025,2303.1675
40a0acf3-03c0-e5dc-7dcd-b64a8cd00bd0,2012-02-13,,999-74-1302,,,,Brook779,Hyatt152,,,,white,nonhispanic,F,Anchorage  Alaska  US,804 Reinger Mall Unit 49,Juneau,Alaska,Juneau City and Borough,99801,58.59776160426429,-134.25669193553654,272414.41500000004,70.54499999999999
65ba83d6-8042-7789-f9cb-a60c0c4e7daa,1967-01-08,,999-16-3015,S99949537,X34078006X,Mrs.,Margarett339,Johns824,,Frami345,M,white,nonhispanic,F,Anchorage  Alaska  US,535 Cormier Street,Juneau,Alaska,Juneau City and Borough,99801,58.65712891010703,-134.3298968291351,3426821.5594999986,593608.0604999999
58ff4aba-8112-7767-e99d-077526aa90eb,1957-09-05,,999-70-1623,S99948774,X1758742X,Mr.,Dante562,Halvorson124,,,M,white,nonhispanic,M,New Stuyahok  Alaska  US,440 Jaskolski Gateway Apt 51,Juneau,Alaska,Juneau City and Borough,99824,58.2355958410547,-134.35206712068901,2840288.2974999994,1999.8824999999997
bf73ef79-58b4-c29b-d671-6294f22089e3,2000-09-18,,999-46-7977,S99992838,X34673376X,Mr.,Benton624,Langosh790,,,,white,nonhispanic,M,Knik-Fairview  Alaska  US,779 Will Path Unit 54,Juneau,Alaska,Juneau City and Borough,99824,58.265678940157294,-134.40680911024435,539963.635,3782.6849999999995
9ddcb9f9-8867-d97d-ad21-37bf2830d374,1968-12-06,,999-74-2828,S99975308,X54531391X,Ms.,Maya972,Durgan499,,,S,white,nonhispanic,F,Fishhook  Alaska  US,260 Kovacek Crossing,Juneau,Alaska,Juneau City and Borough,99824,58.247422462802994,-134.40042397874493,2649991.9200000004,58880.28
fe4a9a3a-206c-048a-94ff-5c15a2ce745a,2004-11-12,,999-58-2717,S99939383,,,Eduardo902,Waters156,,,,hawaiian,nonhispanic,M,Anchorage  Alaska  US,590 Borer Ramp,Juneau,Alaska,Juneau City and Borough,99801,58.30477712681714,-134.3867690424657,435651.05000000005,3953.67
1737a64e-0808-1b7d-2573-8c645ea32e32,1948-12-22,,999-85-9143,S99954180,X88565718X,Mrs.,Sierra982,Simonis280,,Mraz590,M,white,nonhispanic,F,Juneau  Alaska  US,647 Willms Fort,Juneau,Alaska,Juneau City and Borough,99824,58.60985002228453,-134.27488452412544,1954197.7545000012,675695.5755
2fb4fa65-b7a6-c452-4c5f-e4f9dd83b0c2,1963-05-24,,999-62-5627,S99973749,X31183800X,Mr.,Noe500,Pfannerstill264,,,M,native,nonhispanic,M,Anchorage  Alaska  US,967 Bailey Quay,Juneau,Alaska,Juneau City and Borough,99801,58.63845360940673,-134.3276969573512,419090.30999999994,0.0
0b33cdec-f69f-d533-1841-cff1c3cc17dc,2010-10-01,,999-64-6566,,,,Sang383,Deckow585,,,,other,nonhispanic,F,Nikiski  Alaska  US,690 Yost Brook,Juneau,Alaska,Juneau City and Borough,,58.32683690463649,-134.1522568290436,781149.9999999999,3953.46
526b0bd2-c141-3bd6-f3fa-e459f3ba66bd,1964-01-13,,999-79-6775,S99946570,X15625783X,Mr.,Arnulfo253,Kiehn525,,,M,white,nonhispanic,M,Anchor Point  Alaska  US,1056 Legros Extension Unit 84,Juneau,Alaska,Juneau City and Borough,,58.26230564120921,-134.35893058397463,1264689.1099999999,0.0
d5042f59-0e79-32e9-1f6c-1df7ede16be4,2005-03-01,,999-55-9819,S99956375,,,Sammie902,Feest103,,,,native,nonhispanic,M,Anchorage  Alaska  US,347 Flatley Wall Suite 79,Juneau,Alaska,Juneau City and Borough,99801,58.26288445871491,-134.4027937385657,443121.85250000004,7234.9275
da6a3642-01e3-e800-5824-2893808b31d4,2019-09-18,,999-10-5867,,,,Gregg522,Kunze215,,,,native,nonhispanic,M,Unalaska  Alaska  US,753 Zulauf Promenade Suite 67,Juneau,Alaska,Juneau City and Borough,99824,58.25879522223814,-134.44862995738137,68611.47,3645.8399999999997
882b2dec-4a87-f45b-ee38-c3af4c8951f2,1971-02-19,,999-85-1699,S99932252,X34197036X,Mr.,Teddy976,Haley279,,,M,white,nonhispanic,M,Anchorage  Alaska  US,318 Kassulke Wynd Apt 19,Juneau,Alaska,Juneau City and Borough,99801,58.605578122440235,-134.25999756036788,1340363.8574999997,1491.9225000000001
7e8c6ef2-eac0-4d20-a3c0-2abcc1cf1949,1955-03-11,,999-48-1962,S99931642,X7821174X,Ms.,Darcey370,Klocko335,,,S,white,nonhispanic,F,Houston  Alaska  US,888 Kozey Manor Suite 26,Juneau,Alaska,Juneau City and Borough,99801,58.33985821225674,-134.1488829478293,2020776.2375000005,21238.2425
ca723994-7f3e-3481-f6ef-37fa1a0ea6b5,1998-09-29,,999-14-5198,S99923332,X79127820X,Ms.,Regena252,Collier206,,,,native,nonhispanic,F,Kongiganak  Alaska  US,941 Schimmel Wynd Suite 3,Juneau,Alaska,Juneau City and Borough,99824,58.33396683690016,-134.16197214411014,814311.4775000002,14012.272500000001
a158be6b-1a56-61ce-e481-70ec247b2110,2012-04-07,,999-21-2899,,,,Melanie283,Mohr916,,,,white,nonhispanic,F,Glennallen  Alaska  US,681 Harvey Rue Suite 9,Juneau,Alaska,Juneau City and Borough,,58.664391564219514,-134.27380612646712,253036.225,2295.1049999999996
722c6b89-bfc5-df1e-8609-c63d19356a6e,1947-02-07,,999-40-4200,S99947532,X78715465X,Mrs.,Savannah232,Marks830,,Kunde533,M,white,nonhispanic,F,Anchorage  Alaska  US,335 Witting Route,Juneau,Alaska,Juneau City and Borough,99801,58.64576261600808,-134.25151670212844,3284005.966000001,362112.86400000006
8f8b8d4c-3ff4-ebe7-6946-1eafde3f1c45,1964-04-24,,999-37-5293,S99951514,X20591634X,Mr.,Timmy68,Durgan499,,,M,white,nonhispanic,M,Anchorage  Alaska  US,187 Heidenreich Bypass,Juneau,Alaska,Juneau City and Borough,,58.67922777904188,-134.26531397829825,1507268.18,4187.58
2918e5d1-a640-7a79-0515-56a44c22c941,1965-10-29,,999-57-3011,S99944087,X51922615X,Mr.,Noah480,Fisher429,,,M,white,hispanic,M,Anchorage  Alaska  US,1065 Klein Manor,Juneau,Alaska,Juneau City and Borough,,58.674978955098105,-134.26443042750716,1416121.7575,10769.7825
8bd75a9e-4530-c3b9-4f49-0d1418ca0f44,1989-04-17,,999-92-4983,S99949546,X72433106X,Mrs.,Darcey370,Gibson10,,Gutkowski940,M,white,nonhispanic,F,Palmer  Alaska  US,795 Kiehn Bypass,Juneau,Alaska,Juneau City and Borough,,58.34789024838765,-134.18795570695102,1787252.0749999995,9202.485
f889ed71-2cd9-25c0-e8f3-45e5cc2d23b2,2011-10-07,,999-12-9270,,,,Gia583,Roob72,,,,hawaiian,nonhispanic,F,Anchorage  Alaska  US,936 Bergstrom Meadow Suite 66,Juneau,Alaska,Juneau City and Borough,,58.34725613204013,-134.2062252831478,282313.5375,173.0625
413c68a7-1a8b-5222-9f20-a561848699c0,1981-08-23,,999-62-7318,S99954849,X13949629X,Mr.,Len277,Beier427,,,M,white,nonhispanic,M,Fritz Creek  Alaska  US,293 Littel Mission Unit 99,Juneau,Alaska,Juneau City and Borough,,58.66764829934969,-134.27056919754997,1017645.5149999999,3064.8449999999993
caa86262-b4bd-024a-858f-d877249d30de,1996-07-19,,999-40-1463,S99938124,X40941564X,Ms.,Lissette621,Monahan736,,,,native,nonhispanic,F,Anchorage  Alaska  US,980 Lockman Rue,Juneau,Alaska,Juneau City and Borough,99801,58.309123891729975,-134.4328938397564,1068684.0325,285729.30749999994
28b74bcb-9f47-2f4c-57d3-07b59fe90742,2009-07-24,,999-72-5934,,,,Donya787,Rath779,,,,white,nonhispanic,F,Juneau  Alaska  US,356 Mraz Viaduct Apt 91,Juneau,Alaska,Juneau City and Borough,99801,58.21807186081607,-134.39371586191,319625.385,5914.455
86b7c6c8-d523-17ca-38d8-a40ff92ffffd,2016-02-24,,999-19-5666,,,,Hyacinth68,Nikolaus26,,,,white,nonhispanic,F,Anchorage  Alaska  US,1033 Pfannerstill Arcade,Juneau,Alaska,Juneau City and Borough,99824,58.258893826139804,-134.40737775025505,151960.08999999997,0.0
0fb9be87-6150-77b5-3df6-05960511420a,2012-05-12,,999-32-2599,,,,Otis335,Keeling57,,,,white,nonhispanic,M,Farm Loop  Alaska  US,475 Champlin Ramp,Juneau,Alaska,Juneau City and Borough,99824,58.68077499429677,-134.27242392239594,274635.03500000003,40780.12499999994
f726dfe5-7ff1-534a-91e2-657a0d480c87,2005-05-03,,999-13-7641,S99966481,,,Maxine796,Welch179,,,,hawaiian,nonhispanic,F,Anchorage  Alaska  US,210 Pouros Arcade,Juneau,Alaska,Juneau City and Borough,99824,58.25888081689627,-134.44247309529322,1021366.9624999999,418459.5975
9e0b3677-5616-d3a8-0016-8b5a934223a0,1911-10-14,2019-07-13,999-82-8995,S99963005,X22642249X,Mrs.,Beatris270,Kessler503,,Pfannerstill264,M,native,nonhispanic,F,Wasilla  Alaska  US,864 Ziemann Mission,Juneau,Alaska,Juneau City and Borough,99801,58.67077609600822,-134.31519576623515,3764089.5985000017,3065699.6915
2bf20537-d380-be8f-c0f9-ddac7d315d34,1997-04-30,,999-64-3459,S99982693,X62764566X,Ms.,Penelope500,Walker122,,,,white,nonhispanic,F,Anchorage  Alaska  US,595 Rempel Arcade Unit 62,Juneau,Alaska,Juneau City and Borough,99824,58.639202576368696,-134.32771368602897,901199.9600000001,124871.67
b8bc028c-e9d0-0e16-af7c-8fa845b8638d,2002-01-30,,999-91-3680,S99975422,X47837727X,Ms.,Samara159,Wiza601,,,,white,nonhispanic,F,Sitka  Alaska  US,149 Turner Road,Juneau,Alaska,Juneau City and Borough,,58.34230159060385,-134.19313346143738,529715.8049999999,161.08499999999998
66d5f115-2379-22e2-d446-6cf20b0447c6,1975-04-21,,999-48-5367,S99946888,X74188136X,Ms.,Nona876,Reinger292,,,S,white,nonhispanic,F,Pilot Station  Alaska  US,516 Schaden Key,Juneau,Alaska,Juneau City and Borough,99801,58.3761889070364,-134.16642510680384,2039936.3169999998,291993.3729999999
f734ad84-25cc-034d-cc22-743af076d490,1967-11-01,,999-77-8864,S99971083,X85802552X,Ms.,Bev675,Bernhard322,,,S,hawaiian,nonhispanic,F,Anchorage  Alaska  US,244 Lind Bypass,Juneau,Alaska,Juneau City and Borough,,58.25047323557954,-134.4095050298885,1979421.6924999992,736043.7975
00acafdd-f4c4-664c-d093-77db479c0ae1,2011-01-24,,999-10-1551,,,,Christen366,Dickens475,,,,other,nonhispanic,F,Kalifornsky  Alaska  US,238 Pouros Knoll,Juneau,Alaska,Juneau City and Borough,99824,58.28304910576299,-134.40218961807375,307594.58249999996,7344.7575
88cebca7-0d5b-0e9b-9da7-e6b2a5f89bee,1963-02-03,,999-29-3458,S99981659,X15839484X,Mr.,Tuan998,Cole117,,,M,white,nonhispanic,M,Anchorage  Alaska  US,229 Littel Port Unit 72,Juneau,Alaska,Juneau City and Borough,99824,58.62722026755516,-134.29088113135413,1114889.786,245934.59399999998
0f90def6-0a51-d9b5-c3fa-a2ba43107c3a,1954-01-17,,999-78-8535,S99998598,X12188727X,Mrs.,Lesli455,Funk324,,Abbott774,M,white,nonhispanic,F,Funny River  Alaska  US,839 Walter Ranch Suite 65,Juneau,Alaska,Juneau City and Borough,99801,58.677156427900805,-134.31684098766038,2529205.4555000006,1440711.4145
89626f90-9231-3a03-21ec-2a859bbb07cf,1971-09-24,,999-93-1136,S99963081,X88313253X,Mrs.,Bridgette172,Effertz744,,Bednar518,M,white,nonhispanic,F,Juneau  Alaska  US,343 McKenzie Esplanade Apt 25,Juneau,Alaska,Juneau City and Borough,99824,58.36202038728389,-134.17909255775993,2063665.2315,447664.1585
4c3ec497-f957-9f99-bf32-06c4d444f38a,1963-06-02,,999-62-9260,S99992347,X85159558X,Mrs.,Cassandra224,Daugherty69,,Stoltenberg489,M,white,nonhispanic,F,Steele Creek  Alaska  US,274 Brown Esplanade Unit 44,Juneau,Alaska,Juneau City and Borough,99801,58.6635630232829,-134.28785010022452,2459205.1745,138457.2955
ce2ac1d8-a143-07b4-47c9-88007c3c2154,1962-02-18,,999-66-2775,S99969134,X36094319X,Mrs.,Elfriede680,Carroll471,,Lehner980,M,native,nonhispanic,F,Bethel  Alaska  US,265 Tillman Vale Unit 70,Juneau,Alaska,Juneau City and Borough,99824,58.647287752223974,-134.29820136233374,2304350.4634999996,126623.2265
3b6bc895-a3e5-ac68-00ae-e0a0a6f9c14e,2016-10-26,,999-59-1995,,,,Alberto639,Suárez24,,,,white,hispanic,M,Santiago  Santiago Province  CL,171 Kuhlman Rapid,Juneau,Alaska,Juneau City and Borough,,58.605718420485914,-134.2716490260996,137000.43,0.0
b74b8ed2-9d2b-fec8-9e5c-393806b20418,1997-09-14,,999-15-3929,S99940171,X85660840X,Ms.,Angeles319,Cassin499,,,,white,nonhispanic,F,Juneau  Alaska  US,468 Miller Corner,Juneau,Alaska,Juneau City and Borough,99824,58.324695944311756,-134.17362402205188,857583.1075,786.2025000000001
c3a0da20-9e0c-a433-2515-f590b1e6ebc1,1996-07-16,,999-64-2535,S99928629,X13957589X,Ms.,Stefanie819,Gleichner915,,,,native,nonhispanic,F,Anchorage  Alaska  US,806 Gutmann Mall Suite 62,Juneau,Alaska,Juneau City and Borough,,58.62735862703725,-134.3053197027369,721389.0000000002,246388.66999999998
